Id,SalePrice
1942,179430.0
1943,204810.0
1944,322219.0
1945,334897.8
1946,141833.2
1947,296737.8
1948,171718.2
1949,230968.0
1950,188160.0
1951,270593.1
1952,250340.0
1953,172831.4
1954,206350.0
1955,130090.0
1956,286537.4
1957,172963.2
1958,320199.8
1959,161576.9
1960,94402.6
1961,100300.0
1962,98100.0
1963,105950.0
1964,114290.0
1965,139680.0
1966,164000.0
1967,293236.3
1968,368332.7
1969,398269.1
1970,432308.9
1971,452246.1
1972,333895.0
1973,277454.4
1974,303412.4
1975,399210.0
1976,266247.5
1977,339152.6
1978,331026.8
1979,317119.3
1980,204577.2
1981,357007.6
1982,222440.6
1983,213097.9
1984,162330.0
1985,203557.0
1986,196275.7
1987,172785.2
1988,171680.0
1989,190150.0
1990,220550.0
1991,182065.2
1992,209520.0
1993,170750.0
1994,250518.6
1995,191045.0
1996,254159.0
1997,399098.1
1998,370111.4
1999,244505.0
2000,295512.6
2001,259875.0
2002,245541.5
2003,277979.5
2004,294080.4
2005,229955.4
2006,218824.0
2007,250801.3
2008,182515.2
2009,182250.0
2010,187060.0
2011,152115.0
2012,178465.2
2013,178270.0
2014,188830.0
2015,186510.0
2016,192480.0
2017,206120.0
2018,115100.0
2019,136380.0
2020,129980.0
2021,110025.0
2022,184185.0
2023,162643.2
2024,207787.0
2025,356698.1
2026,168765.0
2027,132502.3
2028,162070.0
2029,172816.6
2030,283127.8
2031,252683.4
2032,257887.8
2033,273877.8
2034,155500.0
2035,232015.0
2036,212959.0
2037,220306.1
2038,321891.8
2039,197950.0
2040,366574.2
2041,329810.0
2042,202470.0
2043,165855.0
2044,175440.0
2045,230200.0
2046,153618.2
2047,161050.0
2048,124580.0
2049,153018.2
2050,189500.0
2051,110990.0
2052,138002.5
2053,145550.0
2054,84397.1
2055,155100.0
2056,125648.3
2057,115755.0
2058,190380.0
2059,131040.0
2060,169830.0
2061,184840.0
2062,125950.0
2063,99290.0
2064,127440.0
2065,125850.0
2066,155853.2
2067,152330.0
2068,137103.2
2069,102520.0
2070,100040.0
2071,80940.0
2072,128880.0
2073,138050.0
2074,193680.0
2075,145640.0
2076,120500.0
2077,145950.0
2078,130848.0
2079,126047.5
2080,111720.0
2081,122360.0
2082,143743.2
2083,140540.0
2084,100670.0
2085,136390.5
2086,112023.3
2087,123787.5
2088,111760.4
2089,80250.0
2090,126110.0
2091,132815.0
2092,145000.0
2093,133480.0
2094,139730.0
2095,125190.0
2096,107330.0
2097,98200.0
2098,124360.0
2099,87080.0
2100,147140.0
2101,144883.7
2102,145925.0
2103,106780.0
2104,136043.7
2105,129200.0
2106,90800.0
2107,230297.9
2108,111680.0
2109,128340.0
2110,118698.0
2111,163310.0
2112,136660.0
2113,116350.0
2114,103640.0
2115,133235.0
2116,104370.0
2117,138880.0
2118,90470.0
2119,99350.0
2120,99140.0
2121,99160.0
2122,100425.0
2123,104300.0
2124,183800.0
2125,138680.0
2126,168190.0
2127,154225.0
2128,127120.8
2129,93330.0
2130,131640.0
2131,144035.0
2132,114490.0
2133,120890.5
2134,96747.5
2135,103340.0
2136,91365.0
2137,128767.5
2138,134310.0
2139,148680.0
2140,133050.0
2141,130090.0
2142,144780.0
2143,135748.0
2144,110420.0
2145,132290.0
2146,171150.0
2147,168300.0
2148,119137.1
2149,136905.0
2150,223050.0
2151,153025.0
2152,183600.0
2153,169290.0
2154,124890.0
2155,136811.6
2156,210760.0
2157,243862.4
2158,211120.0
2159,197100.0
2160,177605.2
2161,267934.0
2162,371239.8
2163,348025.2
2164,268277.8
2165,172825.0
2166,143550.0
2167,192895.0
2168,201100.0
2169,209975.0
2170,229180.0
2171,144365.0
2172,145382.5
2173,154575.0
2174,239020.0
2175,305287.8
2176,298621.7
2177,243138.6
2178,234901.3
2179,140430.0
2180,177605.0
2181,185202.0
2182,238748.4
2183,192882.0
2184,143665.0
2185,129550.0
2186,137380.0
2187,145070.0
2188,168320.0
2189,216495.0
2190,93000.0
2191,93600.0
2192,119500.0
2193,113550.0
2194,103390.0
2195,120900.0
2196,102600.0
2197,107264.7
2198,169480.0
2199,150000.0
2200,119957.5
2201,114340.0
2202,237939.0
2203,152723.4
2204,168730.0
2205,106175.0
2206,129290.0
2207,211509.0
2208,242050.0
2209,202354.0
2210,90940.0
2211,109037.1
2212,101397.5
2213,87500.0
2214,136690.4
2215,107540.0
2216,138280.0
2217,92330.0
2218,97450.0
2219,84190.0
2220,87370.0
2221,309200.0
2222,238787.2
2223,257422.9
2224,230150.0
2225,153443.2
2226,209570.0
2227,183407.8
2228,273002.2
2229,246166.9
2230,150914.0
2231,203255.6
2232,189650.0
2233,186700.0
2234,237356.1
2235,212785.0
2236,270840.0
2237,356850.9
2238,200180.0
2239,135130.0
2240,162820.0
2241,153090.0
2242,130448.0
2243,125540.0
2244,96050.0
2245,96700.0
2246,138200.0
2247,101650.0
2248,121990.0
2249,127296.0
2250,135800.0
2251,157940.0
2252,195060.0
2253,130970.0
2254,179300.0
2255,207520.0
2256,175355.0
2257,184604.0
2258,162849.0
2259,187049.0
2260,158870.0
2261,187695.0
2262,217145.0
2263,336362.4
2264,508068.3
2265,157653.7
2266,247760.0
2267,355698.1
2268,394093.9
2269,143220.0
2270,194950.0
2271,249950.0
2272,201390.0
2273,162970.0
2274,175213.7
2275,170719.0
2276,202180.0
2277,180215.0
2278,156700.0
2279,109230.0
2280,110974.7
2281,149685.0
2282,170970.0
2283,93600.0
2284,104440.0
2285,144880.0
2286,129430.0
2287,345920.1
2288,265071.6
2289,372249.8
2290,412611.3
2291,319132.4
2292,426573.1
2293,428105.0
2294,426337.9
2295,443125.9
2296,300254.4
2297,285680.2
2298,304416.5
2299,355826.8
2300,330299.8
2301,255406.3
2302,265964.3
2303,246789.0
2304,248172.7
2305,183190.0
2306,183190.0
2307,173140.0
2308,210030.9
2309,270950.0
2310,203142.9
2311,185190.0
2312,175990.0
2313,161800.0
2314,173815.2
2315,165940.0
2316,194990.0
2317,174570.0
2318,163049.0
2319,175465.2
2320,166161.2
2321,225401.2
2322,170602.7
2323,184250.0
2324,182400.0
2325,206303.7
2326,174690.0
2327,213700.0
2328,213850.0
2329,187720.0
2330,190540.0
2331,338966.3
2332,438887.5
2333,323899.8
2334,266005.0
2335,255881.3
2336,326891.8
2337,179852.0
2338,296152.4
2339,235616.3
2340,401753.9
2341,195318.0
2342,238744.0
2343,228121.5
2344,224975.5
2345,243878.9
2346,217724.0
2347,188187.0
2348,234739.0
2349,174949.0
2350,280143.7
2351,247880.0
2352,233710.0
2353,190204.0
2354,134963.0
2355,154845.0
2356,152220.0
2357,199708.7
2358,176490.0
2359,121390.0
2360,94125.0
2361,135236.7
2362,242275.0
2363,137330.0
2364,167370.0
2365,227855.6
2366,187165.2
2367,213850.0
2368,178745.0
2369,207607.9
2370,166013.7
2371,177363.3
2372,186547.9
2373,260692.8
2374,292635.4
2375,212790.0
2376,303320.5
2377,411094.8
2378,134473.3
2379,193315.0
2380,144676.0
2381,162890.0
2382,196399.0
2383,196140.0
2384,214700.0
2385,149721.0
2386,141735.0
2387,132000.0
2388,103950.0
2389,131490.0
2390,128195.0
2391,132776.0
2392,105490.0
2393,175306.3
2394,136735.0
2395,181050.0
2396,149620.0
2397,186375.0
2398,101377.1
2399,62000.0
2400,73630.0
2401,104740.0
2402,139370.0
2403,155018.2
2404,147790.0
2405,151568.2
2406,133540.0
2407,132200.0
2408,137590.5
2409,129210.0
2410,182810.0
2411,116215.0
2412,153250.0
2413,130800.0
2414,143888.7
2415,130243.2
2416,117810.0
2417,136982.5
2418,113600.0
2419,124670.0
2420,124110.0
2421,151540.0
2422,112400.0
2423,155975.0
2424,165702.5
2425,188168.0
2426,134770.0
2427,161215.0
2428,163330.0
2429,113942.1
2430,127050.0
2431,122775.0
2432,133848.0
2433,131145.0
2434,142100.0
2435,155250.0
2436,106460.0
2437,108550.0
2438,124740.0
2439,110980.0
2440,113500.0
2441,107520.0
2442,103890.0
2443,108715.0
2444,121804.6
2445,100280.0
2446,133120.0
2447,216431.3
2448,161205.0
2449,112347.1
2450,155385.0
2451,115495.4
2452,235240.0
2453,108780.0
2454,128885.0
2455,98497.1
2456,143610.0
2457,107947.1
2458,87215.0
2459,95890.0
2460,118030.0
2461,92200.0
2462,122750.0
2463,107510.0
2464,157230.0
2465,126837.5
2466,120627.5
2467,158680.0
2468,85240.0
2469,89550.0
2470,172280.0
2471,208050.0
2472,177240.0
2473,128580.0
2474,118106.9
2475,261350.0
2476,103220.0
2477,134480.0
2478,164333.2
2479,109390.0
2480,139080.0
2481,119615.0
2482,134426.0
2483,112825.0
2484,125200.0
2485,115430.0
2486,144895.0
2487,196540.0
2488,154925.0
2489,148458.2
2490,146278.7
2491,102750.0
2492,170650.0
2493,129387.1
2494,187040.0
2495,103840.0
2496,189550.0
2497,170375.0
2498,115165.0
2499,108520.0
2500,123920.0
2501,132450.0
2502,180950.0
2503,108027.6
2504,190240.0
2505,210500.0
2506,259465.7
2507,350469.8
2508,262238.0
2509,235449.3
2510,232867.0
2511,170396.6
2512,206040.0
2513,217549.9
2514,264050.0
2515,152380.0
2516,141230.0
2517,131275.0
2518,146068.7
2519,226670.0
2520,210410.0
2521,193130.0
2522,216540.0
2523,130360.0
2524,133680.0
2525,142100.0
2526,146156.0
2527,82600.0
2528,109245.0
2529,138026.0
2530,112790.0
2531,240090.0
2532,236359.9
2533,202700.0
2534,250216.3
2535,284322.4
2536,236300.0
2537,231800.0
2538,193735.0
2539,180100.0
2540,161925.0
2541,180493.7
2542,164200.0
2543,129545.0
2544,136778.0
2545,113350.0
2546,141780.0
2547,133990.0
2548,171310.0
2549,170475.0
2550,398703.7
2551,134090.0
2552,118030.0
2553,89400.0
2554,120049.0
2555,97990.0
2556,121090.0
2557,127590.0
2558,177390.0
2559,120010.0
2560,108797.1
2561,161245.0
2562,114290.0
2563,140650.0
2564,174909.0
2565,125373.2
2566,154530.0
2567,113940.0
2568,185900.0
2569,177715.0
2570,94030.0
2571,195585.0
2572,176850.0
2573,238190.2
2574,315010.0
2575,123050.0
2576,129245.0
2577,141840.0
2578,90430.0
2579,85070.0
2580,142650.0
2581,131698.0
2582,118500.0
2583,275356.1
2584,152200.0
2585,176749.0
2586,197365.0
2587,190049.0
2588,154090.0
2589,138480.0
2590,214397.8
2591,208600.0
2592,201915.9
2593,217050.0
2594,193407.8
2595,200310.0
2596,346575.2
2597,171650.0
2598,254768.6
2599,337206.8
2600,143756.4
2601,118313.3
2602,75420.0
2603,98450.0
2604,86200.0
2605,81440.0
2606,139530.0
2607,172034.0
2608,197395.0
2609,148540.0
2610,125426.0
2611,178940.0
2612,138713.7
2613,125950.0
2614,117425.0
2615,137339.0
2616,132740.0
2617,183130.0
2618,179470.0
2619,209782.8
2620,194325.0
2621,185614.0
2622,187380.0
2623,254481.3
2624,248718.6
2625,337468.1
2626,150030.0
2627,186125.0
2628,407713.7
2629,546553.8
2630,405574.4
2631,465172.8
2632,443641.7
2633,304085.0
2634,419533.0
2635,154186.0
2636,194900.0
2637,171830.0
2638,273700.0
2639,172480.0
2640,147990.0
2641,103997.1
2642,180925.0
2643,91840.0
2644,135210.0
2645,96497.1
2646,94350.0
2647,96230.0
2648,128478.0
2649,159670.0
2650,156852.5
2651,136793.2
2652,438545.0
2653,232109.0
2654,251446.9
2655,366525.2
2656,405704.2
2657,290587.8
2658,284200.3
2659,286130.3
2660,289279.6
2661,345575.4
2662,344420.7
2663,267779.0
2664,245800.0
2665,330645.9
2666,256400.0
2667,142474.0
2668,168609.2
2669,147729.0
2670,277938.9
2671,171064.2
2672,172452.7
2673,193507.8
2674,189756.8
2675,165790.4
2676,179390.0
2677,199640.0
2678,227458.6
2679,273890.0
2680,271799.0
2681,444049.2
2682,332399.6
2683,586992.9
2684,300191.3
2685,350185.3
2686,249950.0
2687,303780.0
2688,237536.8
2689,197275.0
2690,412725.0
2691,193340.0
2692,143753.0
2693,206807.9
2694,126365.0
2695,195575.2
2696,187764.2
2697,186935.0
2698,195050.0
2699,179545.0
2700,150720.0
2701,112040.0
2702,97450.0
2703,148843.2
2704,145050.0
2705,131380.0
2706,107300.0
2707,111500.0
2708,141225.0
2709,125850.0
2710,125790.0
2711,270655.0
2712,339316.4
2713,161790.2
2714,154340.4
2715,175713.3
2716,163650.2
2717,173280.0
2718,234579.0
2719,154985.0
2720,193939.0
2721,138450.0
2722,156850.0
2723,133890.0
2724,129010.0
2725,139975.0
2726,144010.0
2727,163820.0
2728,164640.0
2729,163710.0
2730,150725.0
2731,119650.0
2732,108115.0
2733,176030.0
2734,153928.2
2735,119300.0
2736,160918.2
2737,119460.0
2738,143543.2
2739,151185.0
2740,124445.0
2741,138500.0
2742,133435.0
2743,139500.0
2744,137950.0
2745,128210.0
2746,124650.0
2747,156593.2
2748,101097.1
2749,122505.0
2750,134226.2
2751,132060.0
2752,268633.0
2753,140080.0
2754,183880.0
2755,125790.0
2756,89930.0
2757,79640.0
2758,86130.0
2759,146000.0
2760,146973.2
2761,143460.0
2762,140595.0
2763,188595.0
2764,177494.0
2765,240575.0
2766,125578.7
2767,93220.0
2768,141293.2
2769,116250.0
2770,171730.0
2771,113100.0
2772,122648.0
2773,157750.0
2774,133202.5
2775,153307.5
2776,148407.5
2777,150430.0
2778,142586.5
2779,134423.7
2780,105538.0
2781,93920.0
2782,103980.0
2783,106350.4
2784,130850.0
2785,139120.0
2786,95800.0
2787,101197.1
2788,72490.0
2789,235330.0
2790,94390.0
2791,120590.0
2792,74278.0
2793,187725.0
2794,94250.0
2795,112710.0
2796,103700.0
2797,174453.2
2798,118040.0
2799,118540.0
2800,102390.0
2801,106640.0
2802,132605.0
2803,160943.2
2804,180804.0
2805,100990.0
2806,81010.0
2807,147795.2
2808,155980.0
2809,125625.0
2810,136445.0
2811,158463.2
2812,146932.0
2813,161083.2
2814,167310.0
2815,94450.0
2816,203980.0
2817,107300.0
2818,131995.0
2819,169360.0
2820,134438.2
2821,99990.0
2822,159950.0
2823,207680.0
2824,164380.0
2825,169650.0
2826,149582.5
2827,160820.0
2828,202947.0
2829,167883.7
2830,225680.0
2831,193958.5
2832,214135.0
2833,276390.0
2834,222597.8
2835,211683.7
2836,206840.0
2837,176725.0
2838,133578.7
2839,172114.0
2840,185705.0
2841,206560.0
2842,220110.0
2843,148599.0
2844,148630.0
2845,115990.0
2846,204470.0
2847,192655.0
2848,227890.6
2849,210500.0
2850,294525.0
2851,211500.0
2852,249845.0
2853,223325.0
2854,134840.0
2855,195800.0
2856,195690.0
2857,196209.0
2858,199660.2
2859,129990.0
2860,125146.0
2861,136375.0
2862,197620.0
2863,125840.0
2864,257321.3
2865,135290.0
2866,142785.0
2867,91030.0
2868,107350.0
2869,141080.0
2870,174530.0
2871,115530.0
2872,72670.0
2873,122290.0
2874,158300.0
2875,119460.0
2876,159930.0
2877,110730.8
2878,156739.0
2879,142415.0
2880,98900.0
2881,132705.0
2882,155090.0
2883,193582.5
2884,170205.0
2885,167640.0
2886,196065.0
2887,105467.5
2888,106760.0
2889,87220.0
2890,87070.0
2891,138543.2
2892,88790.0
2893,112043.2
2894,85880.0
2895,271590.0
2896,268300.0
2897,199270.0
2898,164043.2
2899,224182.0
2900,154613.7
2901,202905.0
2902,187190.0
2903,303951.7
2904,366202.6
2905,154893.2
2906,185800.0
2907,89600.0
2908,121830.0
2909,156683.2
2910,90250.0
2911,75420.0
2912,136420.0
2913,90400.0
2914,81900.0
2915,85700.0
2916,82450.0
2917,166600.0
2918,94300.0
2919,233800.0
